Tanggal,Hour_Created,Hour_Update,cctv_id,type_object,type_validation,"Jumlah Deviasi"
2022-11-18,12,NULL,1,Person,not_yet,3
2022-11-18,12,NULL,2,HD,not_yet,99
2022-11-18,12,NULL,2,LV,not_yet,6
2022-11-18,12,NULL,2,Person,not_yet,368
2022-11-18,12,NULL,5,HD,not_yet,297
2022-11-18,12,NULL,5,LV,not_yet,12
2022-11-18,12,NULL,5,Person,not_yet,54
2022-11-18,13,NULL,2,LV,not_yet,118
2022-11-18,13,NULL,2,Person,not_yet,256
2022-11-18,13,NULL,5,HD,not_yet,174
2022-11-18,13,NULL,5,LV,not_yet,5
2022-11-18,13,NULL,5,Person,not_yet,2
2022-11-18,14,NULL,1,HD,not_yet,31
2022-11-18,14,NULL,1,Person,not_yet,1
2022-11-18,14,NULL,2,HD,not_yet,2349
2022-11-18,14,NULL,2,LV,not_yet,14
2022-11-18,14,NULL,2,Person,not_yet,152
2022-11-18,14,NULL,5,HD,not_yet,932
2022-11-18,14,NULL,5,LV,not_yet,442
2022-11-18,14,NULL,5,Person,not_yet,57
2022-11-18,14,14,1,HD,false,1
2022-11-18,14,14,5,HD,false,1
2022-11-18,15,NULL,1,HD,not_yet,8
2022-11-18,15,NULL,1,Person,not_yet,1
2022-11-18,15,NULL,2,HD,not_yet,2671
2022-11-18,15,NULL,2,LV,not_yet,6
2022-11-18,15,NULL,2,Person,not_yet,359
2022-11-18,15,NULL,5,HD,not_yet,509
2022-11-18,15,NULL,5,LV,not_yet,1337
2022-11-18,15,NULL,5,Person,not_yet,18
2022-11-18,16,NULL,1,HD,not_yet,44
2022-11-18,16,NULL,1,Person,not_yet,1
2022-11-18,16,NULL,2,HD,not_yet,2603
2022-11-18,16,NULL,2,LV,not_yet,9
2022-11-18,16,NULL,2,Person,not_yet,264
2022-11-18,16,NULL,5,HD,not_yet,1119
2022-11-18,16,NULL,5,LV,not_yet,454
2022-11-18,16,NULL,5,Person,not_yet,17
2022-11-18,17,NULL,1,HD,not_yet,5
2022-11-18,17,NULL,1,Person,not_yet,2
2022-11-18,17,NULL,2,HD,not_yet,1563
2022-11-18,17,NULL,2,LV,not_yet,5
2022-11-18,17,NULL,2,Person,not_yet,61
2022-11-18,17,NULL,5,HD,not_yet,1158
2022-11-18,17,NULL,5,LV,not_yet,190
2022-11-18,17,NULL,5,Person,not_yet,12
2022-11-19,6,NULL,1,HD,not_yet,289
2022-11-19,6,NULL,2,Person,not_yet,2
2022-11-19,6,NULL,5,HD,not_yet,74
2022-11-19,6,NULL,5,LV,not_yet,6
2022-11-19,8,NULL,1,HD,not_yet,1257
2022-11-19,8,NULL,1,LV,not_yet,3
2022-11-19,8,NULL,1,Person,not_yet,6
2022-11-19,8,NULL,2,HD,not_yet,1601
2022-11-19,8,NULL,2,LV,not_yet,137
2022-11-19,8,NULL,2,Person,not_yet,242
2022-11-19,8,NULL,5,HD,not_yet,524
2022-11-19,8,NULL,5,LV,not_yet,318
2022-11-19,8,NULL,5,Person,not_yet,47
2022-11-19,9,NULL,1,HD,not_yet,2623
2022-11-19,9,NULL,1,LV,not_yet,8
2022-11-19,9,NULL,1,Person,not_yet,230
2022-11-19,9,NULL,2,HD,not_yet,2419
2022-11-19,9,NULL,2,LV,not_yet,302
2022-11-19,9,NULL,2,Person,not_yet,132
2022-11-19,9,NULL,5,HD,not_yet,1027
2022-11-19,9,NULL,5,LV,not_yet,397
2022-11-19,9,NULL,5,Person,not_yet,135
2022-11-19,10,NULL,1,HD,not_yet,2269
2022-11-19,10,NULL,1,LV,not_yet,6
2022-11-19,10,NULL,1,Person,not_yet,438
2022-11-19,10,NULL,2,HD,not_yet,2421
2022-11-19,10,NULL,2,LV,not_yet,24
2022-11-19,10,NULL,2,Person,not_yet,212
2022-11-19,10,NULL,5,HD,not_yet,653
2022-11-19,10,NULL,5,LV,not_yet,370
2022-11-19,10,NULL,5,Person,not_yet,88
2022-11-19,11,NULL,1,HD,not_yet,2201
2022-11-19,11,NULL,1,LV,not_yet,69
2022-11-19,11,NULL,1,Person,not_yet,823
2022-11-19,11,NULL,2,HD,not_yet,2299
2022-11-19,11,NULL,2,LV,not_yet,61
2022-11-19,11,NULL,2,Person,not_yet,165
2022-11-19,11,NULL,5,HD,not_yet,871
2022-11-19,11,NULL,5,LV,not_yet,515
2022-11-19,11,NULL,5,Person,not_yet,78
2022-11-19,12,NULL,1,LV,not_yet,4
2022-11-19,12,NULL,1,Person,not_yet,681
2022-11-19,12,NULL,2,HD,not_yet,1
2022-11-19,12,NULL,2,LV,not_yet,7
2022-11-19,12,NULL,2,Person,not_yet,686
2022-11-19,12,NULL,5,HD,not_yet,190
2022-11-19,12,NULL,5,LV,not_yet,45
2022-11-19,12,NULL,5,Person,not_yet,3
2022-11-19,12,19,2,LV,false,8
2022-11-19,13,NULL,1,HD,not_yet,2680
2022-11-19,13,NULL,1,Person,not_yet,192
2022-11-19,13,NULL,2,HD,not_yet,1446
2022-11-19,13,NULL,2,Person,not_yet,84
2022-11-19,13,NULL,5,HD,not_yet,1325
2022-11-19,13,NULL,5,LV,not_yet,30
2022-11-19,13,NULL,5,Person,not_yet,39
2022-11-19,13,13,2,HD,false,3
2022-11-19,14,NULL,1,HD,not_yet,1788
2022-11-19,14,NULL,1,Person,not_yet,133
2022-11-19,14,NULL,2,HD,not_yet,2303
